females,males,hispanic,not hispanic,White Alone,Black or African American Alone,American Indian or Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Two or more races,Age: [0-10],Age: [11-20],Age: [21-30],Age: [31-40],Age: [41-50],Age: [51-60],Age: [61-70],Age: [71-80],Age: [81-84],Age: [85]+,GDP Per Year (Normalized),Personal income per capita (Normalized),Personal Consumption expenditure per capita (Normalized),Presidential Approval Rating,GOP/Total Senate Seats pre-election,GOP/Total House Seats pre-election,GOP Votes/Total Votes for Presidential Election,DNC Votes/Total Votes for Presidential Election,"1 = Voted GOP, 0 = Voted DNC"
0.5044834478,0.4955165522,0.1040388597,0.8959611403,0.744982618,0.07766586845,0.09296819273,0.02276460035,0.001881713671,0.05973700678,0.1486991557,0.1348457662,0.1424928443,0.1307239659,0.1169166493,0.1295411306,0.1044882011,0.06001931488,0.01421367686,0.01805929517,0.1398633501,0.1926999102,0.1719897944,0.35,1,1,0.6532286482,0.2893168028,1
0.5051078469,0.4948921531,0.1208691662,0.8791308338,0.8828600783,0.01993780203,0.01775325652,0.04082737379,0.004074458885,0.03454703043,0.1311962006,0.1266375655,0.1369468618,0.1326500148,0.1310979257,0.141193575,0.1099193779,0.05493115127,0.01455549532,0.02087183213,0.1545715624,0.1413746631,0.2223417663,0.47,0,0.2,0.4214987118,0.5423932665,0
0.5044895129,0.4955104871,0.1275995263,0.8724004737,0.8728488779,0.02134134406,0.01802314785,0.04602416561,0.004391831184,0.03737063339,0.1269634627,0.1200934609,0.1378499767,0.1379624621,0.1250945266,0.1315424631,0.1224149729,0.0637708788,0.01378276757,0.02052502858,0.02142789279,0.2982479784,0.3657741846,0.53,0,0.2,0.3909403518,0.50071852,0
0.5116626947,0.4883373053,0.06156189674,0.9384381033,0.8333382682,0.114995741,0.003330013562,0.03051222642,0.0006125065014,0.01721124432,0.1251522706,0.1318732619,0.1316641746,0.1164925518,0.138701642,0.1473133861,0.1047367281,0.0601329278,0.01858608753,0.02534696945,0.02624822799,0.2854896676,0.3211398358,0.47,0.5,0.6315789474,0.4668086603,0.520768577,0
0.5103916947,0.4896083053,0.07041907642,0.9295809236,0.8229146095,0.1183009866,0.003705264353,0.03477269793,0.0007161870081,0.01959025457,0.1229274912,0.1251989901,0.1336544024,0.1201943825,0.1245613516,0.1459859731,0.1183709905,0.06575225437,0.01699258722,0.02636157696,0.05440392453,0.4157681941,0.4480341828,0.49,0.5,0.7222222222,0.485778858,0.4785361616,1
0.5158308056,0.4841691944,0.1336603386,0.8663396614,0.8568135638,0.07451793987,0.009335168509,0.03293625299,0.001622681438,0.02477439336,0.1191841941,0.1376581087,0.1401633844,0.1174705456,0.1423570445,0.145614758,0.100063772,0.05351143561,0.0174485757,0.02652818138,0.06536517508,0.2914195867,0.3200024592,0.58,0,0,0.3524366157,0.6270095886,0
0.5139122042,0.4860877958,0.1500222376,0.8499777624,0.8440746277,0.08072118127,0.01031058077,0.0359794234,0.001818454612,0.0270957322,0.1144875037,0.131290906,0.1439451885,0.1212713918,0.1264243119,0.147021771,0.1132296128,0.06026214474,0.01532602649,0.02674114303,0.4807853348,0.3896451033,0.4783437337,0.55,0,0,0.388980575,0.5440660657,0
0.5140076407,0.4859923593,0.05177457532,0.9482254247,0.6829316777,0.2805366103,0.005362534973,0.01434886932,0.0008660759454,0.01595423177,0.137204227,0.1332132267,0.1370003445,0.1235014104,0.1352023555,0.1364759841,0.1102337556,0.05769301834,0.01336237527,0.01611330261,0.5931060011,0.05080862534,0.08109188159,0.44,1,0.8333333333,0.5456113126,0.4408803341,1
0.5145906549,0.4854093451,0.05530612541,0.9446938746,0.6838212852,0.2751501227,0.005423277844,0.01643087498,0.00096321779,0.01821122152,0.1324761901,0.1273158927,0.1373527958,0.1228885663,0.1248396531,0.1363752318,0.1207521909,0.06692757267,0.01406213108,0.01700977554,0.2694789957,0.1630952381,0.1889274846,0.44,1,0.8571428571,0.5493933269,0.4067341979,1
0.497256366,0.502743634,0.03254811257,0.9674518874,0.8601377742,0.01653362249,0.09062941369,0.01159013431,0.0006855932502,0.02042346208,0.1527679174,0.1368119373,0.1374409991,0.1182528077,0.123412799,0.1396240724,0.09622722244,0.05496172555,0.01666713275,0.02383338641,0.3329872613,0.2666442049,0.2800405767,0.42,0.5,1,0.5788931188,0.3986614076,1
0.4956882767,0.5043117233,0.03817167171,0.9618283283,0.8495785159,0.02039341611,0.09171228484,0.0146264731,0.0007342280382,0.02295508197,0.1534432042,0.1331589929,0.1356102922,0.1250882932,0.1085577066,0.1341673947,0.1130711179,0.05726165471,0.01540252426,0.02423881929,0.02910273725,0.3462713387,0.437398174,0.4,1,1,0.6153075038,0.3173742816,1
0.512433881,0.487566119,0.04805917292,0.9519408271,0.7920634425,0.1702808956,0.004287420542,0.01606854841,0.0008972695821,0.01640242339,0.1376247008,0.1322846812,0.1352662624,0.1282429305,0.1390965071,0.1374869192,0.1039641636,0.05585153745,0.01373157889,0.01645071879,0.03704610378,0.1345013477,0.09892102917,0.39,1,0.7777777778,0.5947871472,0.3907581499,1
0.5122028104,0.4877971896,0.05275766964,0.9472423304,0.7867492706,0.1712331119,0.004541519972,0.01797095,0.0009358393249,0.01856930811,0.1345065078,0.1270456924,0.1388843765,0.1268571975,0.1291515571,0.1370978976,0.1125395797,0.06250836682,0.01388438124,0.01752444335,0.01877217565,0.2317610063,0.2118594571,0.41,1,0.7777777778,0.6072203369,0.347163328,1
0.5038122859,0.4961877141,0.3824601686,0.6175398314,0.8056213206,0.1233555932,0.01001939311,0.04247570915,0.001284883608,0.01724310034,0.1624713484,0.1472607952,0.1473096622,0.138589686,0.1344604417,0.1225067065,0.08142422652,0.04243360892,0.01073252101,0.01281100355,0.02611260225,0.226819407,0.1747256463,0.44,1,0.71875,0.5716697747,0.4138335828,1
0.5032848267,0.4967151733,0.3911543536,0.6088456464,0.7937272967,0.1264298129,0.01005330611,0.04894594402,0.00139642324,0.01944721707,0.1577518006,0.1434611757,0.147844438,0.1407045052,0.128441444,0.1218589526,0.08911153249,0.04650418818,0.01067771074,0.01364425242,0.4496951313,0.2806603774,0.2954720113,0.49,1,0.6666666667,0.5223468558,0.4323525798,1
0.4973033688,0.5026966312,0.1319384939,0.8680615061,0.9178226207,0.01273393665,0.01502444084,0.02246101481,0.009640524543,0.02231746247,0.1947597064,0.1596685489,0.1615656916,0.1432004923,0.1101363079,0.1029463765,0.06923655842,0.03720538786,0.009677116315,0.01160381385,0.5036739175,0.06361185984,0.0926193477,0.28,1,0.6666666667,0.727905331,0.2474966583,1
0.4966477835,0.5033522165,0.1383393362,0.8616606638,0.9114217249,0.0136605249,0.0154367231,0.02464635862,0.01024473375,0.02458993472,0.183682998,0.1602495059,0.158146313,0.1459798667,0.1105496126,0.1004005685,0.07802799434,0.04146497251,0.009544219391,0.01195394918,0.1747619271,0.2036612758,0.2382957794,0.39,1,1,0.4554081659,0.2746126859,1
0.5068935776,0.4931064224,0.0162500599,0.9837499401,0.9531979981,0.01123907568,0.003723414047,0.01432217777,0.0003057489609,0.01721158548,0.1129694387,0.1377166956,0.1218033426,0.1114126803,0.1415569666,0.1617283941,0.1175372642,0.05778015049,0.01590694987,0.02158811773,0.2003671188,0.2705750225,0.4307583536,0.59,0,0,0.3097263524,0.665705503,0
0.5060554119,0.4939445881,0.01864165719,0.9813583428,0.9463671747,0.01293660125,0.003830686547,0.01771692528,0.0003711781008,0.01877743414,0.108438236,0.1300665911,0.1277479331,0.113416602,0.1230302755,0.1565359282,0.1337783721,0.06855707727,0.01561679637,0.0228121883,0.08379617433,0.3843665768,0.5769881037,0.6,0,0,0.297593824,0.5572274212,0
0.5087312525,0.4912687475,0.08367199832,0.9163280017,0.7108243204,0.1970504594,0.005222920973,0.05959438407,0.001060108125,0.02624780704,0.136664912,0.1317875147,0.1421928329,0.1321179492,0.1446422593,0.1377721857,0.09640201396,0.04967988169,0.01262959857,0.01611085212,0.09815885615,0.3656334232,0.3453321447,0.46,0,0.7272727273,0.472831029,0.511564568,0
0.5079912191,0.4920087809,0.09162643134,0.9083735687,0.7001703525,0.1981222536,0.005333280752,0.06589492118,0.001126846782,0.02935234517,0.1331469612,0.1274946475,0.1411340448,0.1340056487,0.1315397629,0.1391995331,0.1059454005,0.0573432526,0.01286163711,0.01732911161,0.07270014285,0.4601078167,0.474163106,0.51,0,0.7272727273,0.4442764701,0.4975135283,0
0.5014100215,0.4985899785,0.1166996131,0.8833003869,0.8143994708,0.03937090579,0.01877352417,0.07768135837,0.00673809963,0.04303664126,0.1385369052,0.1293085862,0.1434643358,0.1331639738,0.137572477,0.1395544505,0.09964147395,0.04819474263,0.01269099593,0.01787205902,0.08470220889,0.324146451,0.3252897236,0.51,0,0.4444444444,0.4129462143,0.561633983,0
0.4999822476,0.5000177524,0.124833528,0.875166472,0.7983837893,0.04160376815,0.01931725705,0.08719063172,0.007456316133,0.04604823763,0.1359222034,0.1220720505,0.1455584364,0.1396648567,0.1263498592,0.1337201658,0.1105056855,0.0560136703,0.01218904136,0.01800403091,0.09580850815,0.5052560647,0.4817558636,0.56,0,0.4,0.3683268019,0.5253868006,0
0.5061915953,0.4938084047,0.01337410441,0.9866258956,0.9399592321,0.03500070052,0.002274062914,0.007601805753,0.0002818283099,0.01488237042,0.1219309666,0.1222152245,0.1235331228,0.1224020302,0.134796537,0.1504039944,0.119900669,0.0666054239,0.01767041907,0.02054161246,0.1084918872,0.04061096137,0.1045771725,0.33,0,0.6666666667,0.6229584242,0.3553930416,1
0.5054054482,0.4945945518,0.01568358235,0.9843164177,0.9362418284,0.03570788262,0.002459648866,0.008438243407,0.0002819317085,0.01687046497,0.1206320088,0.1183483619,0.1254366178,0.1190802895,0.1268024811,0.1437517775,0.1327920245,0.07395041341,0.01704290864,0.02216311693,0.1329532607,0.08515274034,0.2009775291,0.29,0.5,1,0.6863057481,0.2647692802,1
0.503483416,0.496516584,0.06181162106,0.9381883789,0.8813681646,0.06555853642,0.01094473493,0.02495137411,0.0004731380681,0.01670405188,0.1359748865,0.136146881,0.1310545135,0.1211892343,0.1388923084,0.1460258286,0.09889829801,0.05415292996,0.01597839827,0.02168672144,0.1264080675,0.2184636119,0.2456118779,0.5,0.5,0.625,0.4593834671,0.5277616254,0
0.5027800163,0.4972199837,0.06668037504,0.933319625,0.8738239095,0.06671537953,0.01147527307,0.02877629642,0.0005384053046,0.01867073616,0.1311093311,0.1311354614,0.1313667274,0.1250998007,0.1229001694,0.1462436247,0.1144573978,0.06038178162,0.0149715219,0.02233418406,0.01557908943,0.3209793351,0.3780394086,0.51,0.5,0.625,0.4721818457,0.4645384137,1
0.5028209095,0.4971790905,0.3012295388,0.6987704612,0.8415316395,0.04561732513,0.05321881067,0.03171698082,0.002564723263,0.02535052065,0.1480070074,0.1393038258,0.1399966635,0.1277875775,0.1278044013,0.124020406,0.1018512801,0.05907489565,0.01479155085,0.01736239189,0.02005506392,0.4540880503,0.3106882666,0.28,1,1,0.6819358519,0.2763690612,1
0.4979340635,0.5020659365,0.2841563318,0.7158436682,0.7527075357,0.09651033318,0.01659773415,0.08418062707,0.007658061738,0.04234570821,0.1393845212,0.123341373,0.1401984521,0.1376970614,0.1319337636,0.1301605998,0.1097149421,0.06157708187,0.01212669568,0.0138655092,0.1986373869,0.4685534591,0.3922105069,0.27,1,1,0.6739841105,0.2162890088,1
